,sets,results,vol_cors,open_cors,vol_avgs,open_avgs,averaging
97,"['VRSK', 'FISV']",21.2,0.5486584905038018,0.9808648603930571,1864357.707588399,69.08035315773911,39.23
98,"['LNC', 'AMD']",57.86,0.6004626303633254,0.5325204798290238,21894030.75089392,31.58464840230934,23.0
99,"['NWS', 'AXP']",-12.71,0.5175061850656996,0.7659829996912554,2924100.78144761,47.92356406754442,3.03
100,"['CMA', 'LMT']",13.5,0.6396844566945283,0.8363897070039596,1888916.6865315852,137.46412593597546,-5.88
101,"['TSN', 'APH']",25.23,0.570761655521988,0.9389475557480134,2557905.999205403,55.33710075248837,19.25
102,"['RF', 'DGX']",67.05,0.5738931913088939,0.9026457438807827,8580375.864123957,45.321517689151335,16.68
103,"['FOXA', 'DISCK']",2.31,0.5093166457830537,0.8117042584359189,3470449.608773875,29.247391291122142,4.31
104,"['DHI', 'NRG']",-14.93,0.5152749739466009,0.7568160302627465,4841106.833531983,28.748597531362236,-1.17
105,"['RE', 'RF']",15.68,0.5614009501183855,0.9382891927154652,8094259.157727454,94.69170434900253,19.64
106,"['TSN', 'VTR']",3.9,0.5267259284702077,0.6702531150315577,2875780.8325387365,56.54012197627877,-20.31
107,"['MET', 'HLT']",-0.36,0.5330907469935763,0.7604276240498128,5316420.655948335,54.588145498299916,-13.49
108,"['LLY', 'RMD']",48.08,0.5675191563988481,0.9734647469246087,3170637.2268573698,77.5379519009808,46.8
109,"['ABBV', 'EA']",3.51,0.5014805465638392,0.8610335161825808,6191325.025242742,68.69184026693027,1.36
110,"['XRAY', 'HON']",47.23,0.5612687920621665,0.7464069197829645,2396411.8049264997,78.31439679986578,29.51
111,"['ORLY', 'IRM']",-3.83,0.500314107418674,0.6080470818659371,1448332.9833134685,128.99332198255536,-5.2
112,"['TDG', 'WRB']",54.05,0.5072037453723809,0.9873807341550278,647402.0957489074,148.62019262287322,18.75
113,"['MA', 'QRVO']",25.04,0.5870245379639307,0.8212412427846817,3604121.6305561624,102.24110740983912,-6.12
114,"['CAG', 'EBAY']",21.67,0.5701687835414082,0.8658043597000586,11269383.243941199,28.724356536690944,55.54
115,"['WFC', 'AMD']",99.08,0.5413612615814039,0.6583077610987877,32676436.193881605,29.829419959595526,7.0
116,"['AMAT', 'ADSK']",43.09,0.6095210465058281,0.9656618283832983,7629816.07071911,60.018889538390226,64.19
117,"['SBUX', 'HSIC']",-35.24,0.5538194866916052,0.9304758118346207,5978571.414382201,50.9512863786248,5.26
118,"['CL', 'BAC']",35.79,0.6681950781071526,0.836906494929543,55728013.03138657,41.48078665138475,33.63
119,"['KEY', 'QCOM']",69.04,0.5934715890602432,0.5794738773518301,11900596.98053238,40.34391339809402,34.57
120,"['MLM', 'NOC']",61.71,0.5220781346196759,0.971665256466566,979375.7816845451,176.31867631465894,20.81
121,"['MAR', 'HD']",15.97,0.6922856482905944,0.9379361502926282,4619090.3474374255,104.16416313442674,20.53
122,"['CF', 'MCK']",50.74,0.5648013196262888,0.7515581186613334,3280959.2570520462,91.63837708695615,-0.13
123,"['XOM', 'HII']",-54.31,0.5201009786922626,0.6527728175423304,7822883.086388926,109.19847536850753,-43.75
124,"['TDY', 'MDT']",23.17,0.5617331215769426,0.9319582006725844,2852436.332936035,108.75660900544874,-3.06
125,"['WEC', 'NFLX']",38.95,0.5338225220992663,0.9514414117822858,10652545.05363528,107.89871791093938,60.95
126,"['AEE', 'VRSN']",33.87,0.5858514239246448,0.9850021246266002,1490511.3031386572,72.67689511129011,33.68
127,"['CCL', 'DRE']",-81.29,0.5106001303477854,0.5711703187370448,5463148.847834723,33.36102699674592,-21.27
128,"['LYB', 'VRTX']",47.1,0.5974673186559065,0.7259344676318277,2666617.938021454,98.12845446905257,3.84
129,"['APD', 'DLR']",24.29,0.5568810344862869,0.9374005628222024,1373203.5762812872,114.95328601674993,30.67
130,"['PWR', 'NKE']",33.12,0.5819380605255772,0.8901468217657871,5227176.8176400475,43.19172528323362,46.75
131,"['NEE', 'BLK']",8.15,0.589372903305693,0.9505108297559055,4432059.793404847,195.0634565404544,43.93
132,"['JNPR', 'EOG']",19.15,0.5821172553031806,0.6284623813620813,5065787.6042908225,51.870108286350266,-10.65
133,"['WMT', 'BIIB']",26.59,0.5483422830836941,0.7060649692732212,5171716.0309892725,168.7596344468515,20.98
134,"['MXIM', 'TWTR']",2.05,0.5122555915809816,0.5425413553282724,12100882.71656072,36.62715967932626,19.84
135,"['VRTX', 'NEM']",27.03,0.543877905335824,0.5382720376075716,4704428.605482718,78.94731426201125,32.97
136,"['XRAY', 'NCLH']",-34.39,0.6736823626402128,0.7800197001974436,3517924.065124007,45.88939528700362,-57.14
137,"['AIG', 'TAP']",-56.76,0.5092120931415229,0.9151037532982411,5235292.749304728,55.57032574989704,-8.94
138,"['PXD', 'AFL']",9.7,0.5684363382151701,0.677366291693873,3282184.5848232023,88.20223582600809,-1.24
139,"['STE', 'DD']",34.14,0.5684499936039629,0.6536940732924946,3234180.8388955104,72.4569055245043,18.96
140,"['DPZ', 'CI']",-43.64,0.5314617542856879,0.9397935802738641,1411981.8037346047,138.0243305631417,13.95
141,"['GLW', 'PFG']",29.4,0.7166219495933109,0.868655669522833,5699856.793802145,34.266585226706866,35.55
142,"['STT', 'NSC']",38.1,0.7008258511256749,0.711352623836168,2432485.876042908,91.19852010797403,32.82
143,"['AIV', 'JNPR']",13.53,0.5863870768532233,0.6109084904073099,7889351.319030592,14.828287393221743,8.86
144,"['EXR', 'MMC']",38.54,0.6095815465614941,0.9671500443961898,1589990.4847040127,66.12222091233772,28.98
145,"['MCK', 'ZBRA']",37.2,0.5334875871693836,0.6050974977262534,1045473.063170441,125.26543903123493,33.23
146,"['NVDA', 'ILMN']",98.68,0.5446631644400816,0.8955209112873227,6922891.219705999,144.27319621244118,68.15
147,"['HST', 'CSX']",1.68,0.5965711695507738,0.5122129722511835,7661071.672626142,29.812938045877573,11.52
148,"['VLO', 'CPRT']",58.8,0.5220397695787906,0.774635843903096,4114656.596146206,46.303025259306665,20.13
149,"['FANG', 'CTSH']",-21.07,0.5578899800278121,0.6478155731858377,2996481.454638439,65.97716102011483,-9.54
150,"['KMI', 'NEE']",-1.26,0.5349423955098346,0.8573070995918822,10024402.818304393,29.382562040890917,16.32
151,"['HSIC', 'L']",-41.45,0.5970186100429835,0.6745130389703933,1272825.7449344457,47.4289850243321,-0.77
152,"['JKHY', 'TXN']",29.57,0.5636546524939229,0.9836544185521239,3537110.766785856,78.50491655786973,24.67
153,"['ADP', 'SEE']",58.76,0.5816326832941847,0.7890257956942729,2115970.194676202,65.41852719318692,29.99
154,"['DPZ', 'ULTA']",44.75,0.5297799315771025,0.9033756559869219,868876.0826380611,164.1577075883231,5.13
155,"['KLAC', 'YUM']",37.73,0.630663875555533,0.9247189501060737,2817547.4423917364,76.95893509462802,49.34
156,"['CME', 'IQV']",8.02,0.5623756677453705,0.9603751598782492,1487881.4365995713,102.79093707543728,-15.78
157,"['UNP', 'AON']",39.26,0.6849066191197493,0.979398904630014,2890621.4541120385,109.29686821781078,26.74
158,"['SLG', 'CB']",-6.43,0.6742188370684817,0.6261244376157963,1263261.3279698053,103.02964879635738,-7.71
159,"['WU', 'PH']",-39.05,0.5932478155285883,0.8079365401270748,3472862.971791816,75.94549262679944,31.58
160,"['EW', 'DISCK']",-8.71,0.5551550320797647,0.6535771466996457,3829746.8216130314,30.325045347119023,6.49
161,"['CE', 'ALGN']",69.09,0.5416664015367909,0.9558608153975235,1053433.0949543107,101.79607068426702,76.29
162,"['CME', 'MS']",19.72,0.7433150018472687,0.9216957513327035,8080135.498609456,73.56851848610631,27.95
163,"['HBI', 'HSY']",73.16,0.5780789103690989,0.627776551305795,2950982.55860151,58.30179380281226,7.12
164,"['GPN', 'ACN']",73.72,0.5337686931275295,0.9911664516336165,2130501.628923321,96.64798071159936,51.81
165,"['SBUX', 'BIIB']",29.08,0.5443787018471988,0.772622995387444,6120158.978943186,152.73773639335678,15.87
166,"['LEN', 'K']",62.73,0.5437293426941655,0.763783642521862,3031645.109455701,53.651045226937114,20.14
167,"['PEG', 'CHTR']",25.66,0.5523103597457962,0.9390553623865273,2130620.838299563,141.18464045397667,45.36
168,"['EIX', 'KMB']",24.95,0.5804270374971371,0.8940413542167016,2130220.43166468,83.57887917489441,25.11
169,"['NDAQ', 'DOW']",-1.43,0.5406324445805454,0.5451372214732719,3189764.7445160523,54.02344538452046,-5.23
170,"['CSX', 'SLB']",-12.11,0.5330682462723139,0.8821483352056168,8121563.746523639,55.274682192751285,6.61
171,"['APH', 'ROK']",31.8,0.7152358178835065,0.9830766337487529,1254105.3833929282,96.91516392752912,50.82
172,"['MNST', 'CDNS']",32.09,0.5495176435762416,0.9289850354280215,3414122.6857369887,37.2911197401296,55.09
173,"['CRM', 'MS']",29.09,0.6666950308393839,0.901608831932236,10417946.066746127,62.42105431588907,32.73
174,"['MHK', 'APD']",-14.12,0.5575634572298286,0.6119642041125247,1017775.2091775923,142.71471628197423,16.89
175,"['GS', 'BLK']",7.77,0.6017585404264247,0.9249694426086025,2238572.010329758,269.382044196934,37.34
176,"['NCLH', 'CAT']",-102.23,0.5485863808665536,0.7845903697707602,5615597.64478233,74.89977268327914,-37.75
177,"['AXP', 'SLG']",-13.57,0.6386371262065416,0.5315114552765342,2898078.312475169,87.61942437361003,-20.25
178,"['ESS', 'IVZ']",20.2,0.5657485350375518,0.5789926687031732,2281413.8855780694,118.21411798764753,5.56
179,"['SJM', 'KMB']",27.07,0.5401988100178938,0.9020052427337566,1444051.023639253,107.35551803719207,28.24
180,"['TXT', 'FCX']",-12.69,0.5517878576104913,0.8206937459578412,12087799.16567342,31.28503377375074,15.7
181,"['CMCSA', 'WMB']",-3.04,0.5790917971135264,0.5976635015021633,16750408.69765594,30.38196401573336,13.31
182,"['ANET', 'KHC']",38.78,0.5256804158740227,0.9770685541453304,3156548.449092241,111.81125839899403,44.08
183,"['UNH', 'FISV']",47.24,0.6224200799607016,0.9851819399693555,3747926.3011521655,100.19925462948598,16.77
184,"['PAYC', 'CLX']",16.86,0.537042332285681,0.9551277234599737,879283.9502728961,117.95162635876866,28.93
185,"['LDOS', 'LMT']",10.99,0.6777623804621518,0.953063701425884,1329959.8676996424,137.8041448566617,32.9
186,"['KMX', 'SNA']",27.91,0.5758574811083825,0.89585067590968,1208034.2073897496,92.74236980676177,17.23
187,"['NTAP', 'PNW']",33.16,0.5053003938240342,0.727341707372187,2539430.989272944,56.3581664767775,23.18
188,"['GM', 'APA']",-11.54,0.5631526668141486,0.6432702922754789,9205903.655145014,46.86703617410808,-63.13
189,"['PSA', 'GLW']",25.28,0.5377709700007042,0.8118277577829742,5281697.079856972,105.70961674272327,23.33
190,"['ROK', 'F']",-7.92,0.6509597141717871,0.7708354601933091,22883141.299165674,72.0098907751463,-3.88
191,"['REGN', 'XRX']",38.35,0.5766565288987433,0.5911809266782097,2201851.623361144,178.5755654434671,-11.32
192,"['CL', 'NI']",-4.65,0.6642271681852983,0.9077360628841342,4122377.083035359,41.343565659244526,21.87
193,"['CPB', 'GPS']",9.76,0.5610114724201218,0.5349360633839875,4251159.475566151,36.24694676090433,5.39
194,"['AAP', 'ZBRA']",11.64,0.5373585776637477,0.7664936547051941,741131.1879221295,115.29441593846111,13.76
195,"['CINF', 'PNR']",56.85,0.5123694121919319,0.7439844496332122,1237841.202224871,50.243605868324764,8.19
196,"['EOG', 'ADI']",-26.26,0.6209992209600533,0.6098490401000707,3412189.630512515,74.18191995988255,-6.53
197,"['HES', 'VZ']",11.25,0.5512969558003977,0.5813210487298794,9648533.710766787,55.19882006412183,23.58
198,"['SBUX', 'AVB']",24.01,0.6003845556967908,0.8996639761708649,5679450.95351609,105.84927999646501,5.27
199,"['ADP', 'GWW']",70.21,0.5671814074259782,0.8809560499662523,1418805.2165276122,168.77539841049855,38.94
200,"['ORLY', 'FISV']",-2.53,0.5537108316336926,0.978843305080684,1893958.10488677,138.99991804292668,18.85
201,"['ODFL', 'AME']",63.74,0.5685884520086869,0.9746789857390956,1065282.4195470798,60.540403457970484,63.13
202,"['MDLZ', 'HON']",26.79,0.6601690618619187,0.9204515032858971,6088392.476360747,74.64802413314499,33.76
203,"['DISH', 'HLT']",12.39,0.521779372829731,0.8043809320769985,2799122.5407318072,55.65155407143691,-19.48
204,"['UHS', 'MCHP']",46.39,0.5351972782986315,0.8360517283853685,1625107.429479539,79.87110254941689,10.33
205,"['ADM', 'JNJ']",-0.08,0.7058260727146309,0.8317252711014074,6239246.483909416,73.76091976529509,3.84
206,"['FOX', 'AMD']",7.9,0.5293974820658042,0.7063196419946135,21459310.173576787,23.268971207390305,-8.01
207,"['COTY', 'PXD']",11.71,0.528111907762791,0.5673442991702068,3755036.1811985383,79.22646035693138,-80.73
208,"['PYPL', 'IPGP']",16.0,0.5127014406995866,0.874712900851884,4438730.506706024,95.52495032437778,54.7
209,"['ED', 'FANG']",-31.96,0.5010364414100339,0.6986771538828013,1762639.3211461867,73.08456962703092,-23.26
210,"['AWK', 'STZ']",44.28,0.521140046719648,0.914026386615403,1345542.073897497,96.62291021161388,33.8
211,"['DPZ', 'DVN']",-35.23,0.5601802945729671,0.9340060678075169,3206110.5482717524,99.1990325832632,-9.25
212,"['KSS', 'GILD']",-19.36,0.5412167563103062,0.567444301324997,7840732.995629718,58.52586110243496,-34.44
213,"['STX', 'SBUX']",63.04,0.6684835759322463,0.7771258119081105,8024434.0882002385,46.01350916383946,43.04
214,"['SYY', 'LOW']",25.46,0.5623211331892262,0.9317413135469679,5512407.628128724,59.144866860381754,0.9
215,"['CDW', 'GPN']",61.49,0.51322676545878,0.9741737466808574,1177984.0921669258,71.2226742220034,17.73
216,"['CRM', 'AOS']",38.22,0.5584306707260214,0.8728206103967933,3997458.820023838,62.52498458139376,22.94
217,"['EW', 'RCL']",-11.38,0.5232223566044064,0.794956231992956,4409229.439809296,53.317134139553914,-16.48
218,"['TJX', 'EXR']",54.2,0.5486652388792702,0.9755810460244498,4543268.573698848,51.83142183013601,18.17
219,"['WEC', 'AOS']",17.28,0.5639151917471047,0.8852828531339048,1564482.7373857768,46.2480105330748,37.93
220,"['FOXA', 'SWKS']",-3.09,0.5365873250905088,0.5420536831268162,4050512.560700772,50.08783132077869,-6.47
221,"['BK', 'IPGP']",35.06,0.5556916036441755,0.8953747237987488,3225761.7004370284,72.81350019786109,44.6
222,"['NKE', 'PPG']",19.86,0.5697140081836075,0.90057492455237,5216127.47318236,74.24970009689724,25.73
223,"['EL', 'PG']",36.37,0.5830147681974188,0.9542610273671241,5516674.155740961,95.30952924577593,47.85
224,"['OTIS', 'DVA']",-1.09,0.5497848635865191,0.5253995721957582,2338951.7411601115,61.18322293832466,4.75
225,"['MCHP', 'ORCL']",84.74,0.530701274773877,0.9621013333027497,10349717.659912594,51.671307142073545,29.56
226,"['SWK', 'UAA']",38.41,0.6225777037718229,0.5313931681132241,3841370.8780294,65.89522151791675,34.86
227,"['XYL', 'PKG']",33.78,0.5152309870715281,0.9432614462871598,1007795.5524416725,62.119090120330334,50.73
228,"['EXC', 'CI']",-46.6,0.5634395502596727,0.6579232928613152,4211965.991259436,80.89241956537282,4.96
229,"['EQIX', 'PCAR']",27.85,0.5928898833059407,0.9023348148430628,1416128.0095351608,194.92701225447476,44.77
230,"['UDR', 'LYV']",-54.14,0.5548662956182745,0.9480291774952015,1654470.5204608662,32.12954509101977,8.86
231,"['AWK', 'JCI']",12.27,0.5445512398453118,0.7055037647883259,2926185.187127533,53.25438488614337,33.37
232,"['NSC', 'GWW']",55.21,0.5742874397848113,0.9035749972957712,1299610.4489471593,179.14453910294156,41.66
233,"['MRO', 'AME']",-27.82,0.5918158777488786,0.832007264241619,7196487.764998013,39.671928937396316,-34.33
234,"['CPB', 'UNH']",11.76,0.5327585742143643,0.648202181803579,3387062.3162495038,96.6980791144964,32.37
235,"['AIG', 'HSIC']",-11.85,0.5012145844800767,0.8207509845291356,5088846.106475963,49.42584236889166,-11.2
236,"['CTAS', 'BXP']",16.36,0.6572733232707921,0.5745200330518975,782914.7596344855,118.45235600545381,18.36
237,"['LVS', 'HII']",-23.19,0.5603479948097245,0.7133139686346006,3521314.4928251593,97.32895611548037,-16.31
238,"['KLAC', 'ARE']",59.59,0.5109477390298628,0.9578377085916078,1166652.1056813668,95.3916289314752,60.05
239,"['AZO', 'KEYS']",11.32,0.5280531441776939,0.9690844515753396,776375.8384852402,359.5202552846219,3.12
