,sets,result,averaging,vol_cors,open_cors,vol_avg1,vol_std1,vol_avg2,vol_std2,open_avg1,open_std1,open_avg2,open_avg22
1278,"['AMAT', 'MRK']",55.57,11.57,0.609536586,0.906415471,7411867.544,12817867.82,6163608.772,11824270.96,17.77729753,30.40818832,15.20588902,58.28496225
1279,"['APH', 'IEX']",55.56,52.31,0.587926686,0.992106212,894653.1567,1487317.441,401668.7084,387468.4148,27.31491269,61.97327178,45.39594826,95.12102904
1280,"['IEX', 'APH']",55.56,52.31,0.587926686,0.992106212,401668.7084,387468.4148,894653.1567,1487317.441,45.39594826,95.12102904,27.31491269,61.97327178
1281,"['PNC', 'CL']",55.51,35.73,0.697897204,0.856672455,1420172.377,2713474.533,1796633.148,3778579.301,31.12410308,98.03329759,10.28508868,63.89500595
1282,"['ADBE', 'TSN']",55.5,11.34,0.574402542,0.853389532,2155941.87,3447855.82,2221466.022,3628494.557,124.0269011,143.0756258,22.06735482,48.70092972
1283,"['BR', 'CAG']",55.5,50.51,0.556607498,0.824257084,646669.1308,695736.5515,2866118.326,4531951.334,39.18292614,66.39736195,6.545154569,29.14334143
1284,"['XRAY', 'EIX']",55.41,29.13,0.580849834,0.914490519,1113456.149,1414478.784,1267164.518,2238819.11,9.249474873,48.51947954,12.44933841,58.57281685
1285,"['BSX', 'GL']",55.41,-2.18,0.719460986,0.973524217,7721338.635,11461293.17,533533.8086,765528.9928,12.24751683,20.96729838,22.15242582,61.4574573
1286,"['PSA', 'FRC']",55.35,31.2,0.582098556,0.884418654,341674.1434,807670.7588,951457.8573,946655.3437,40.60387491,188.793123,29.58771129,69.1687167
1287,"['WAT', 'L']",55.31,21.72,0.644104446,0.73949188,351369.8747,576192.054,632801.4629,1156954.311,51.30544491,143.7082122,5.114502881,43.46466828
1288,"['QRVO', 'LLY']",55.3,12.24,0.552351389,0.803838808,1275373.832,1652458.835,4846421.696,5433395.391,24.43140743,75.87081863,33.18123341,79.12962256
1289,"['XRX', 'BBY']",55.29,24.09,0.572549199,0.562090552,2074367.645,3490050.525,5007855.16,5426094.835,5.386954244,26.95793252,24.18102495,46.66013903
1290,"['ADBE', 'TFX']",55.27,28.8,0.518182523,0.977934928,2155941.87,3447855.82,282710.8522,268114.3822,124.0269011,143.0756258,104.2634394,174.7567899
1291,"['CPB', 'HRL']",55.27,41.24,0.630625211,0.786867498,1598018.404,2173999.921,1195758.872,2184826.698,8.491629453,44.60500993,11.30006248,30.4107668
1292,"['PYPL', 'CERN']",55.26,37.08,0.55621919,0.844558527,4557774.516,8428286.282,1261502.289,2174355.781,47.71127464,83.89056808,13.62275158,55.80590288
1293,"['ORLY', 'VRSK']",55.23,42.96,0.532636778,0.971946403,657545.1903,892188.3194,723474.0634,832987.5248,118.8192228,226.3924751,41.9505736,86.55334536
1294,"['ETR', 'BKNG']",55.23,9.24,0.581812392,0.826673109,634363.0528,1415083.711,446959.635,665490.0278,14.98294602,79.19580853,517.5299598,1314.742288
1295,"['YUM', 'ANTM']",55.23,15.22,0.623104887,0.973945299,3027722.462,3874679.629,1269269.296,2045862.296,21.24675603,66.14131081,82.06004705,159.2342472
1296,"['SWKS', 'WDC']",55.18,29.18,0.50138159,0.652734416,2274847.488,3206440.405,2721942.721,4210545.848,36.00564274,68.5020819,22.72718785,61.4292809
1297,"['CHD', 'NDAQ']",55.17,34.53,0.532062393,0.981892445,1278858.824,1615120.66,1023214.812,1250948.073,18.90917039,45.7375318,30.91716585,61.22887968
1298,"['DGX', 'CMCSA']",55.16,28.86,0.611163428,0.94400538,891734.4422,1313312.078,12570511.83,24816881.49,21.75852801,79.45408027,10.42953621,29.64991457
1299,"['MCD', 'MKTX']",55.16,44.87,0.516433063,0.959312397,2591644.679,4981881.446,253583.6089,247215.1768,43.72516604,130.4704489,138.1999937,156.8293406
1300,"['UNP', 'MMC']",55.15,33.16,0.722014808,0.978620043,2051514.73,4338427.255,1169772.956,2242876.798,42.88058272,107.1575466,26.09907204,64.13561783
1301,"['NDAQ', 'NFLX']",55.07,47.41,0.677614901,0.976529775,1023214.812,1250948.073,21404637.44,19626306.32,30.91716585,61.22887968,148.0154239,158.7334469
1302,"['DGX', 'NOC']",55.04,11.24,0.620478795,0.964347439,891734.4422,1313312.078,749305.0532,1304692.247,21.75852801,79.45408027,104.3789683,193.8727281
1303,"['CMI', 'IBM']",55.01,23.09,0.610053985,0.24476166,1067641.614,1784877.95,2504139.117,4605454.271,30.59346904,136.8279499,25.36213378,161.2093684
1304,"['FDX', 'DTE']",54.99,24.82,0.605317242,0.877992306,1424541.588,2156486.532,502411.8162,1074748.629,52.81040617,156.2362416,24.99356195,87.73678193
1305,"['COG', 'ADM']",54.97,2.73,0.598562699,0.660336442,3604812.514,6526959.913,1899388.917,3948987.207,6.787093902,24.18179877,6.923489463,40.10986492
1306,"['PVH', 'CPRT']",54.95,11.05,0.5446928,0.434014408,722114.631,1105914.779,1620996.008,1479138.578,26.92572435,101.4899563,28.20992437,35.23718017
1307,"['GOOGL', 'JBHT']",54.95,54.25,0.554997291,0.961437151,2313554.605,2949090.934,583769.0446,911976.2416,387.2099169,773.56996,25.1101494,84.83179975
1308,"['RMD', 'NEE']",54.94,56.91,0.560116779,0.99142567,838309.4591,907879.0624,3551611.656,8154681.089,44.61141289,75.94628124,16.16642455,32.51236392
1309,"['HIG', 'RF']",54.93,14.21,0.695546901,0.933230873,2679677.419,3771253.874,8440735.842,15847439.65,12.33722479,39.70462852,4.014521695,11.18895511
1310,"['BKR', 'XLNX']",54.92,36.6,0.568496388,0.118665989,3646610.351,4840110.528,2065834.816,3264514.938,16.80396791,44.53388161,27.12760406,59.65698453
1311,"['COST', 'UNP']",54.9,33.7,0.606243147,0.970955706,1306056.143,2349467.779,2051514.73,4338427.255,76.8302442,167.4870203,42.88058272,107.1575466
1312,"['AES', 'COST']",54.9,43.95,0.589729369,0.832010712,2702761.294,5759756.575,1306056.143,2349467.779,2.544483385,13.26263408,76.8302442,167.4870203
1313,"['EXPD', 'MCHP']",54.89,24.15,0.581053335,0.96253585,779436.1122,1413530.671,1685198.501,2410585.697,14.646524,54.79105282,25.82657102,61.4798133
1314,"['SNPS', 'XYL']",54.84,57.32,0.476076862,0.948143213,751604.0426,896661.6607,667438.1689,1117932.543,49.77744917,70.85367107,20.87183904,50.21674997
1315,"['ADI', 'DGX']",54.83,18.27,0.564815367,0.963868629,1401247.747,2650970.52,891734.4422,1313312.078,28.11053807,69.37042113,21.75852801,79.45408027
1316,"['NFLX', 'LLY']",54.81,53.91,0.588960456,0.962980759,21404637.44,19626306.32,4846421.696,5433395.391,148.0154239,158.7334469,33.18123341,79.12962256
1317,"['NWL', 'WMT']",54.81,31.27,0.562896704,0.341332037,3694374.826,4039379.897,4842174.658,8671559.754,12.05953952,28.54496226,22.14512071,82.5530671
1318,"['PYPL', 'JKHY']",54.81,27.33,0.514030584,0.971176116,4557774.516,8428286.282,492931.9498,424392.213,47.71127464,83.89056808,45.07604693,86.80479933
1319,"['PFG', 'AOS']",54.8,30.92,0.618224755,0.911092754,908881.6075,1643990.187,1216942.925,1450181.685,12.42097416,45.90705999,17.18340718,35.43203217
1320,"['PGR', 'FBHS']",54.8,44.06,0.509182707,0.809318917,1998353.124,3664174.533,1096786.597,1395982.386,22.83740089,41.9174096,15.74947552,48.88854213
1321,"['CB', 'NTRS']",54.79,23.6,0.678800339,0.959237301,875662.1067,1709238.737,686019.0633,1305146.841,28.13145427,112.250131,20.11722965,72.54433848
1322,"['TXN', 'SNA']",54.79,23.59,0.541816968,0.860916423,3660542.879,6649829.321,277886.8827,447027.6122,36.08976192,70.20503378,41.07899039,127.6669923
1323,"['TEL', 'EMN']",54.77,46.27,0.568828206,0.884925325,1955916.764,1906532.777,769444.8212,1432874.454,22.31167941,65.39371474,15.87551649,72.7562356
1324,"['VRSN', 'HPQ']",54.76,40.81,0.668675339,0.82213663,1559861.76,1339546.285,24432496.09,25199984.1,59.20500257,95.70212551,4.623300824,15.85517302
1325,"['RF', 'MSFT']",54.74,27.05,0.651089915,0.803104416,8440735.842,15847439.65,20879818.84,37381956.1,4.014521695,11.18895511,52.07684086,72.96795
1326,"['INFO', 'DRE']",54.74,22.34,0.501539456,0.97232026,2136537.211,1723992.532,2103680.466,2519335.042,17.98973158,46.98308441,7.7550029,22.86434247
1327,"['O', 'AAPL']",54.71,25.52,0.426240666,0.808839775,1446351.449,1832722.169,200298228.3,255311632.6,12.07237244,51.78785453,24.43861976,36.21531005
1328,"['AAPL', 'O']",54.71,25.52,0.426240666,0.808839775,200298228.3,255311632.6,1446351.449,1832722.169,24.43861976,36.21531005,12.07237244,51.78785453
1329,"['ZTS', 'CDW']",54.66,20.04,0.552654781,0.976197181,2908100.745,3167951.404,832548.2901,884863.8141,38.64851701,70.63702602,35.00124863,65.90331226
1330,"['PNC', 'APA']",54.66,-28.15,0.526244093,0.114751021,1420172.377,2713474.533,4733150.44,4826549.861,31.12410308,98.03329759,30.23883575,60.81547081
1331,"['REGN', 'WEC']",54.61,8.6,0.554961953,0.83413314,730339.3714,913652.7215,740721.4288,1678783.79,151.9152233,330.1931984,19.66125941,57.06398889
1332,"['KEY', 'CHD']",54.61,33.73,0.550181082,0.792109996,5584248.362,11810482.16,1278858.824,1615120.66,4.098461147,13.66833531,18.90917039,45.7375318
1333,"['PPG', 'WAT']",54.54,32.44,0.59143627,0.892172369,1487745.28,1847283.234,351369.8747,576192.054,26.46015508,93.18014911,51.30544491,143.7082122
1334,"['BBY', 'BXP']",54.53,1.85,0.541773418,0.528250085,5007855.16,5426094.835,428565.8313,894823.2817,24.18102495,46.66013903,15.19954541,116.4516409
1335,"['PEG', 'NTRS']",54.51,20.52,0.619357087,0.93357791,1296635.548,3003247.517,686019.0633,1305146.841,9.495213905,42.91145406,20.11722965,72.54433848
1336,"['NTRS', 'PEG']",54.51,20.52,0.619357087,0.93357791,686019.0633,1305146.841,1296635.548,3003247.517,20.11722965,72.54433848,9.495213905,42.91145406
1337,"['RF', 'EXC']",54.46,15.56,0.592606034,0.687673869,8440735.842,15847439.65,3105478.81,6338095.113,4.014521695,11.18895511,5.67666725,37.55212161
1338,"['FAST', 'CPB']",54.45,64.58,0.549510658,0.580123772,2880125.644,4753137.386,1598018.404,2173999.921,7.078303359,25.44826577,8.491629453,44.60500993
1339,"['RSG', 'MLM']",54.45,21.7,0.539155502,0.957687392,1033635.999,1670507.668,539456.0345,654059.3166,21.80387865,52.46301153,60.80070195,158.7646245
1340,"['ZTS', 'AWK']",54.42,13.74,0.50800717,0.975100863,2908100.745,3167951.404,814868.2962,956606.6746,38.64851701,70.63702602,34.10929523,69.65263809
1341,"['DXCM', 'FTNT']",54.41,52.17,0.509281656,0.971659742,1049870.12,916926.6587,1701996.779,1997425.387,98.44848716,90.72164485,32.90508462,46.90900876
1342,"['REGN', 'LLY']",54.41,1.56,0.533114707,0.875483354,730339.3714,913652.7215,4846421.696,5433395.391,151.9152233,330.1931984,33.18123341,79.12962256
1343,"['BKR', 'DVA']",54.41,53.65,0.557473575,0.369347129,3646610.351,4840110.528,1051227.688,1568358.482,16.80396791,44.53388161,14.45923514,63.91087606
1344,"['TJX', 'TTWO']",54.4,33.99,0.567217721,0.93669648,4110893.875,8149432.976,1534710.232,1938954.509,13.52847144,35.55401967,49.2916853,59.01029004
1345,"['SHW', 'MMC']",54.39,40.3,0.682949464,0.989665818,476661.6635,767288.7167,1169772.956,2242876.798,162.6049355,300.3799164,26.09907204,64.13561783
1346,"['VRSN', 'COO']",54.35,23.7,0.539936856,0.976322703,1559861.76,1339546.285,441549.2042,437151.768,59.20500257,95.70212551,83.42368884,183.09617
1347,"['GS', 'MCK']",54.33,29.51,0.596574893,0.744631457,2149505.562,3767705.522,1442046.614,1694016.607,42.98905792,181.1495392,41.3221593,143.4931904
1348,"['BAC', 'FRC']",54.31,42.66,0.482534774,0.956449947,77180827.87,107677446.8,951457.8573,946655.3437,7.817383325,19.06656735,29.58771129,69.1687167
1349,"['CINF', 'EFX']",54.31,35.25,0.525959514,0.931621404,540847.4023,763267.4613,1132271.455,873441.2396,21.67439887,61.52994436,39.6853687,96.53640453
1350,"['ABT', 'SHW']",54.3,33.56,0.697150552,0.986140059,6119301.469,8594100.078,476661.6635,767288.7167,22.18992115,50.75865389,162.6049355,300.3799164
1351,"['TFX', 'LDOS']",54.28,41.44,0.506965192,0.972928798,282710.8522,268114.3822,1197764.566,1040213.18,104.2634394,174.7567899,20.69910821,52.90521467
1352,"['HBI', 'SHW']",54.24,12.8,0.530083786,0.59535719,3465415.339,4749944.934,476661.6635,767288.7167,7.870133247,17.80224871,162.6049355,300.3799164
1353,"['ROL', 'UNH']",54.24,37.51,0.504696505,0.989239608,1509418.438,1156731.743,2614798.103,4600124.712,8.733654157,15.1531644,88.70945678,148.7911483
1354,"['ZBH', 'ADI']",54.23,6.66,0.627222038,0.923341033,771656.3516,1360462.733,1401247.747,2650970.52,26.80749528,102.2991537,28.11053807,69.37042113
1355,"['COG', 'LDOS']",54.22,26.13,0.512531377,0.341139559,3604812.514,6526959.913,1197764.566,1040213.18,6.787093902,24.18179877,20.69910821,52.90521467
1356,"['DRE', 'UNP']",54.19,35.68,0.576714238,0.96101312,2103680.466,2519335.042,2051514.73,4338427.255,7.7550029,22.86434247,42.88058272,107.1575466
1357,"['MSI', 'SWKS']",54.19,29.24,0.63097708,0.861058679,1248434.292,1683218.647,2274847.488,3206440.405,40.14982717,86.64070979,36.00564274,68.5020819
1358,"['AMZN', 'UNP']",54.18,25.58,0.668353265,0.955887779,2378803.354,4293080.691,2051514.73,4338427.255,823.0353864,931.6952484,42.88058272,107.1575466
1359,"['DOV', 'AES']",54.15,36.64,0.592338,0.883657189,973672.1558,1703865.677,2702761.294,5759756.575,22.26041752,66.18802428,2.544483385,13.26263408
1360,"['ADP', 'DVA']",54.14,56.64,0.588964265,0.763104914,1331415.985,2262968.161,1051227.688,1568358.482,40.05463777,95.04575524,14.45923514,63.91087606
1361,"['CRM', 'ED']",54.13,18.04,0.547388123,0.872088931,4835286.16,6544735.956,921739.355,1945107.946,54.88873384,89.61793699,11.87063338,68.97779496
1362,"['MMC', 'PAYX']",54.12,31.89,0.725080326,0.985802897,1169772.956,2242876.798,1205519.431,2267956.536,26.09907204,64.13561783,17.96768754,53.55514901
1363,"['AMCR', 'RF']",54.12,27.51,0.420962141,0.609739855,4100316.456,1384164.795,8440735.842,15847439.65,1.175202894,10.20455591,4.014521695,11.18895511
1364,"['AVY', 'LH']",54.09,23.29,0.591057732,0.982878985,453600.7778,784455.2245,483565.6013,849669.8053,33.55147061,72.21291221,34.47766671,127.7140247
1365,"['JBHT', 'FMC']",54.09,44.88,0.563255427,0.913896699,583769.0446,911976.2416,744000.4788,1228432.15,25.1101494,84.83179975,21.27441295,60.34772952
1366,"['REGN', 'RJF']",54.08,2.41,0.577746054,0.805882498,730339.3714,913652.7215,636063.2459,820094.0405,151.9152233,330.1931984,20.42724086,60.67359951
1367,"['ACN', 'ADP']",54.06,48.89,0.598224314,0.980254214,2408884.4,2789898.888,1331415.985,2262968.161,51.86942884,116.7539252,40.05463777,95.04575524
1368,"['PXD', 'GM']",54.06,-12.52,0.578904253,0.811879616,977317.7243,1860592.173,7409439.564,13585257.45,37.99878538,141.7801987,5.778306552,32.91860154
1369,"['PNR', 'DGX']",54.04,11.71,0.515538116,0.730962475,1373896.856,1712414.943,891734.4422,1313312.078,7.894057858,38.95726737,21.75852801,79.45408027
1370,"['INFO', 'ROK']",54.02,30.28,0.422483351,0.925946792,2136537.211,1723992.532,559976.1814,1020893.325,17.98973158,46.98308441,46.56190642,131.8570561
1371,"['AKAM', 'STX']",53.98,54.02,0.64221409,0.846730849,2316833.331,2452009.813,5097511.543,5480422.527,21.32196869,60.13998018,13.95789978,41.51774734
1372,"['KMB', 'HSY']",53.98,27.74,0.610897917,0.947773665,995254.09,2021621.753,685098.1264,1152020.183,23.79828656,108.5849415,26.24456195,98.8013389
1373,"['LEN', 'HIG']",53.98,11.39,0.697109206,0.877714308,2269165.576,3930175.36,2679677.419,3771253.874,14.23655544,43.86164554,12.33722479,39.70462852
1374,"['INTC', 'CAG']",53.94,56.17,0.596447834,0.78373147,18984327.07,33437023.96,2866118.326,4531951.334,11.97202778,35.89067936,6.545154569,29.14334143
1375,"['PEG', 'RE']",53.92,22,0.584647075,0.937916327,1296635.548,3003247.517,218106.9364,341078.6651,9.495213905,42.91145406,56.41644652,178.1944536
1376,"['AZO', 'MKC']",53.92,25.7,0.558128434,0.970305971,203730.7273,332442.0739,909127.0166,1484218.474,267.2981499,661.567668,20.44767002,48.40889549
1377,"['FAST', 'XYL']",53.89,55.17,0.493370747,0.846835988,2880125.644,4753137.386,667438.1689,1117932.543,7.078303359,25.44826577,20.87183904,50.21674997
1378,"['SBAC', 'NFLX']",53.88,55.59,0.57916527,0.964691503,826811.5925,1115847.755,21404637.44,19626306.32,74.00861019,130.1794636,148.0154239,158.7334469
1379,"['TJX', 'BIIB']",53.87,13.93,0.51432749,0.801174278,4110893.875,8149432.976,1233547.611,1671872.308,13.52847144,35.55401967,84.76665992,254.9662018
1380,"['TJX', 'BIIB']",53.87,13.93,0.51432749,0.801174278,4110893.875,8149432.976,1233547.611,1671872.308,13.52847144,35.55401967,84.76665992,254.9662018
1381,"['ITW', 'SNPS']",53.85,71.52,0.534906434,0.949652929,1158588.002,1935037.743,751604.0426,896661.6607,43.95267645,108.9640127,49.77744917,70.85367107
1382,"['ATVI', 'TFC']",53.85,34.38,0.59208851,0.876673103,5403706.863,7976603.139,2234785.621,4779257.251,22.98446713,37.28886769,8.774759935,39.1217958
1383,"['WDC', 'TFX']",53.84,23.76,0.554312833,0.512971367,2721942.721,4210545.848,282710.8522,268114.3822,22.72718785,61.4292809,104.2634394,174.7567899
1384,"['PRGO', 'AIZ']",53.83,21.05,0.466714081,0.239794879,1405670.089,1275316.567,385955.7007,643687.0481,40.06513948,99.99173622,28.9036308,77.19723875
1385,"['PRGO', 'AIZ']",53.83,21.05,0.466714081,0.239794879,1405670.089,1275316.567,385955.7007,643687.0481,40.06513948,99.99173622,28.9036308,77.19723875
1386,"['PLD', 'TMUS']",53.83,35.86,0.545673349,0.978732213,1806555.328,2878461.383,3937925.796,4212620.163,20.39216958,53.03360355,26.84065415,48.39704409
1387,"['LYB', 'ESS']",53.82,-0.47,0.521330142,0.822115622,1966058.245,3385684.704,410843.3572,371587.8824,22.61630751,77.01065154,53.11520567,209.1444895
1388,"['AMAT', 'TGT']",53.82,36.55,0.559714113,0.855988558,7411867.544,12817867.82,3450737.636,5587336.79,17.77729753,30.40818832,24.68781169,74.95190703
1389,"['UDR', 'GOOG']",53.77,34.18,0.595008369,0.910524527,1456094.259,1807444.021,2350907.267,2849825.744,7.351650766,33.09602701,387.3627256,765.5999878
1390,"['LLY', 'WEC']",53.76,43.03,0.547848649,0.974504388,4846421.696,5433395.391,740721.4288,1678783.79,33.18123341,79.12962256,19.66125941,57.06398889
1391,"['WEC', 'LLY']",53.76,43.03,0.547848649,0.974504388,740721.4288,1678783.79,4846421.696,5433395.391,19.66125941,57.06398889,33.18123341,79.12962256
1392,"['DD', 'JNJ']",53.64,3.11,0.64162279,0.813855543,3298366.751,6004960.565,4488667.441,8529505.761,17.82752911,66.71620274,28.11745955,107.4119746
1393,"['EA', 'WELL']",53.62,10.24,0.539379458,0.647353937,3053640.652,4349036.949,1404681.921,2265063.449,40.97643388,66.97606273,10.32974472,64.9030512
1394,"['TGT', 'PNC']",53.61,35.05,0.577734809,0.74327833,3450737.636,5587336.79,1420172.377,2713474.533,24.68781169,74.95190703,31.12410308,98.03329759
1395,"['JNJ', 'CAG']",53.6,29.08,0.603601106,0.884952139,4488667.441,8529505.761,2866118.326,4531951.334,28.11745955,107.4119746,6.545154569,29.14334143
1396,"['LEN', 'TMUS']",53.58,22.99,0.534079794,0.901277129,2269165.576,3930175.36,3937925.796,4212620.163,14.23655544,43.86164554,26.84065415,48.39704409
1397,"['PM', 'NDAQ']",53.57,29.46,0.610722956,0.546345207,2620099.683,5300196.067,1023214.812,1250948.073,12.31098857,86.40304732,30.91716585,61.22887968
1398,"['KMI', 'ALB']",53.55,33.25,0.575951722,0.210796089,12111551.37,11894124.55,958011.0016,1217220.024,9.027578939,26.25276016,22.03766976,74.74643625
1399,"['VLO', 'PYPL']",53.55,-0.68,0.543086165,0.91063327,3915042.168,6750174.615,4557774.516,8428286.282,25.05635112,57.36887035,47.71127464,83.89056808
1400,"['HPE', 'CDW']",53.55,12.71,0.442866027,0.491480478,8228210.218,13739145.33,832548.2901,884863.8141,2.752370754,13.18533581,35.00124863,65.90331226
1401,"['VZ', 'TWTR']",53.54,19.79,0.487893397,0.253259704,14445786.53,15666461.22,16112297.95,21641754.94,6.611415125,49.06389753,11.69303517,32.08075557
1402,"['AEE', 'AKAM']",53.52,37.39,0.570520124,0.922643274,732367.9858,1641476.321,2316833.331,2452009.813,16.5444474,49.65166471,21.32196869,60.13998018
1403,"['BLL', 'ALXN']",53.52,28.22,0.558604627,0.58323744,1297193.254,2403119.706,1341647.785,1751000.636,18.57205366,38.57359054,35.57313108,120.7412137
